age,education,marital_status,occupation,race,sex,native_country
27,Some-college,Divorced,Sales,White,Female,Peru
25,Assoc-acdm,Never-married,Sales,White,Female,Peru
64,Bachelors,Never-married,Sales,White,Female,Peru
22,HS-grad,Never-married,Sales,White,Female,Peru
23,Some-college,Never-married,Exec-managerial,Other,Male,Peru
17,11th,Never-married,?,White,Male,Peru
41,HS-grad,Married-civ-spouse,Craft-repair,White,Male,Peru
48,HS-grad,Married-civ-spouse,Craft-repair,White,Male,Peru
41,Masters,Divorced,Handlers-cleaners,White,Male,Peru
17,11th,Never-married,Handlers-cleaners,White,Male,Peru
35,HS-grad,Never-married,Handlers-cleaners,White,Male,Peru
18,11th,Never-married,Other-service,White,Male,Peru
41,HS-grad,Never-married,Other-service,White,Male,Peru
34,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,Peru
33,Some-college,Married-civ-spouse,Prof-specialty,White,Male,Peru
29,HS-grad,Married-civ-spouse,Protective-serv,White,Male,Peru
26,Some-college,Never-married,Protective-serv,White,Male,Peru
30,Bachelors,Married-civ-spouse,Sales,White,Male,Peru
41,HS-grad,Married-civ-spouse,Tech-support,White,Male,Peru
33,Some-college,Married-civ-spouse,Transport-moving,White,Male,Peru
24,HS-grad,Married-spouse-absent,Transport-moving,White,Male,Peru
17,Some-college,Never-married,?,Asian-Pac-Islander,Female,Philippines
38,Bachelors,Divorced,Adm-clerical,Asian-Pac-Islander,Female,Philippines
39,Bachelors,Divorced,Adm-clerical,Asian-Pac-Islander,Female,Philippines
50,HS-grad,Divorced,Adm-clerical,Asian-Pac-Islander,Female,Philippines
41,Bachelors,Married-civ-spouse,Adm-clerical,Asian-Pac-Islander,Female,Philippines
42,Bachelors,Married-civ-spouse,Adm-clerical,Asian-Pac-Islander,Female,Philippines
30,Bachelors,Married-civ-spouse,Adm-clerical,Asian-Pac-Islander,Female,Philippines
39,Bachelors,Married-civ-spouse,Adm-clerical,Asian-Pac-Islander,Female,Philippines
40,Prof-school,Married-civ-spouse,Adm-clerical,Asian-Pac-Islander,Female,Philippines
48,Bachelors,Married-spouse-absent,Adm-clerical,Asian-Pac-Islander,Female,Philippines
34,Some-college,Married-spouse-absent,Adm-clerical,Asian-Pac-Islander,Female,Philippines
24,Assoc-voc,Never-married,Adm-clerical,Asian-Pac-Islander,Female,Philippines
46,Bachelors,Never-married,Adm-clerical,Asian-Pac-Islander,Female,Philippines
45,Masters,Never-married,Adm-clerical,Asian-Pac-Islander,Female,Philippines
29,Some-college,Never-married,Adm-clerical,Asian-Pac-Islander,Female,Philippines
48,Bachelors,Separated,Adm-clerical,Asian-Pac-Islander,Female,Philippines
36,HS-grad,Separated,Adm-clerical,Asian-Pac-Islander,Female,Philippines
59,Masters,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Female,Philippines
35,Some-college,Divorced,Exec-managerial,Asian-Pac-Islander,Female,Philippines
53,Some-college,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Female,Philippines
33,Bachelors,Never-married,Exec-managerial,Asian-Pac-Islander,Female,Philippines
34,Bachelors,Never-married,Exec-managerial,Asian-Pac-Islander,Female,Philippines
24,Bachelors,Never-married,Exec-managerial,Asian-Pac-Islander,Female,Philippines
25,HS-grad,Divorced,Handlers-cleaners,Asian-Pac-Islander,Female,Philippines
29,11th,Married-civ-spouse,Handlers-cleaners,Asian-Pac-Islander,Female,Philippines
37,HS-grad,Divorced,Machine-op-inspct,Asian-Pac-Islander,Female,Philippines
50,5th-6th,Married-civ-spouse,Machine-op-inspct,Asian-Pac-Islander,Female,Philippines
30,Bachelors,Married-civ-spouse,Other-service,Asian-Pac-Islander,Female,Philippines
34,Bachelors,Married-civ-spouse,Other-service,Asian-Pac-Islander,Female,Philippines
49,HS-grad,Married-civ-spouse,Other-service,Asian-Pac-Islander,Female,Philippines
37,HS-grad,Married-civ-spouse,Other-service,Asian-Pac-Islander,Female,Philippines
44,HS-grad,Married-civ-spouse,Other-service,Asian-Pac-Islander,Female,Philippines
39,5th-6th,Married-spouse-absent,Other-service,Asian-Pac-Islander,Female,Philippines
28,HS-grad,Married-spouse-absent,Other-service,Asian-Pac-Islander,Female,Philippines
18,7th-8th,Never-married,Other-service,Asian-Pac-Islander,Female,Philippines
27,Assoc-acdm,Never-married,Other-service,Asian-Pac-Islander,Female,Philippines
27,Assoc-voc,Never-married,Other-service,Asian-Pac-Islander,Female,Philippines
49,Bachelors,Never-married,Other-service,Asian-Pac-Islander,Female,Philippines
37,HS-grad,Never-married,Other-service,Asian-Pac-Islander,Female,Philippines
22,Some-college,Never-married,Other-service,Asian-Pac-Islander,Female,Philippines
37,Bachelors,Separated,Other-service,Asian-Pac-Islander,Female,Philippines
59,10th,Widowed,Other-service,Asian-Pac-Islander,Female,Philippines
63,5th-6th,Widowed,Other-service,Asian-Pac-Islander,Female,Philippines
45,Bachelors,Widowed,Other-service,Asian-Pac-Islander,Female,Philippines
58,HS-grad,Married-civ-spouse,Priv-house-serv,Asian-Pac-Islander,Female,Philippines
75,Preschool,Never-married,Priv-house-serv,Asian-Pac-Islander,Female,Philippines
42,Assoc-acdm,Divorced,Prof-specialty,Asian-Pac-Islander,Female,Philippines
36,Prof-school,Divorced,Prof-specialty,Asian-Pac-Islander,Female,Philippines
24,Bachelors,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Female,Philippines
36,Bachelors,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Female,Philippines
45,Bachelors,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Female,Philippines
48,Bachelors,Married-spouse-absent,Prof-specialty,Asian-Pac-Islander,Female,Philippines
35,Bachelors,Married-spouse-absent,Prof-specialty,Asian-Pac-Islander,Female,Philippines
31,Assoc-acdm,Never-married,Prof-specialty,Asian-Pac-Islander,Female,Philippines
35,Bachelors,Never-married,Prof-specialty,Asian-Pac-Islander,Female,Philippines
24,Bachelors,Never-married,Prof-specialty,Asian-Pac-Islander,Female,Philippines
26,Bachelors,Never-married,Prof-specialty,Asian-Pac-Islander,Female,Philippines
39,Bachelors,Separated,Prof-specialty,Asian-Pac-Islander,Female,Philippines
50,Bachelors,Separated,Prof-specialty,Asian-Pac-Islander,Female,Philippines
22,Some-college,Divorced,Sales,Asian-Pac-Islander,Female,Philippines
43,Bachelors,Married-civ-spouse,Sales,Asian-Pac-Islander,Female,Philippines
39,Some-college,Married-civ-spouse,Sales,Asian-Pac-Islander,Female,Philippines
19,11th,Never-married,Sales,Asian-Pac-Islander,Female,Philippines
20,HS-grad,Never-married,Sales,Asian-Pac-Islander,Female,Philippines
24,Some-college,Never-married,Sales,Asian-Pac-Islander,Female,Philippines
19,Some-college,Never-married,Sales,Asian-Pac-Islander,Female,Philippines
25,Bachelors,Never-married,Tech-support,Asian-Pac-Islander,Female,Philippines
40,Bachelors,Never-married,Tech-support,Asian-Pac-Islander,Female,Philippines
27,Bachelors,Never-married,Tech-support,Asian-Pac-Islander,Female,Philippines
27,Bachelors,Never-married,Tech-support,Asian-Pac-Islander,Female,Philippines
27,Bachelors,Never-married,Tech-support,Asian-Pac-Islander,Female,Philippines
32,Bachelors,Never-married,Tech-support,Asian-Pac-Islander,Female,Philippines
41,Some-college,Never-married,Tech-support,Asian-Pac-Islander,Female,Philippines
49,Bachelors,Married-spouse-absent,Adm-clerical,Amer-Indian-Eskimo,Male,Philippines
69,1st-4th,Married-civ-spouse,?,Asian-Pac-Islander,Male,Philippines
31,HS-grad,Married-civ-spouse,?,Asian-Pac-Islander,Male,Philippines
35,Some-college,Married-civ-spouse,?,Asian-Pac-Islander,Male,Philippines
46,HS-grad,Married-spouse-absent,?,Asian-Pac-Islander,Male,Philippines
29,1st-4th,Never-married,?,Asian-Pac-Islander,Male,Philippines
23,Assoc-acdm,Never-married,?,Asian-Pac-Islander,Male,Philippines
33,Bachelors,Never-married,?,Asian-Pac-Islander,Male,Philippines
27,Bachelors,Never-married,?,Asian-Pac-Islander,Male,Philippines
26,Some-college,Never-married,?,Asian-Pac-Islander,Male,Philippines
45,Assoc-acdm,Divorced,Adm-clerical,Asian-Pac-Islander,Male,Philippines
90,Assoc-acdm,Married-civ-spouse,Adm-clerical,Asian-Pac-Islander,Male,Philippines
45,Bachelors,Married-civ-spouse,Adm-clerical,Asian-Pac-Islander,Male,Philippines
44,Bachelors,Married-civ-spouse,Adm-clerical,Asian-Pac-Islander,Male,Philippines
37,Bachelors,Married-civ-spouse,Adm-clerical,Asian-Pac-Islander,Male,Philippines
66,Bachelors,Married-civ-spouse,Adm-clerical,Asian-Pac-Islander,Male,Philippines
35,Bachelors,Married-civ-spouse,Adm-clerical,Asian-Pac-Islander,Male,Philippines
46,Bachelors,Married-civ-spouse,Adm-clerical,Asian-Pac-Islander,Male,Philippines
58,Bachelors,Married-civ-spouse,Adm-clerical,Asian-Pac-Islander,Male,Philippines
42,Bachelors,Married-civ-spouse,Adm-clerical,Asian-Pac-Islander,Male,Philippines
39,Bachelors,Married-civ-spouse,Adm-clerical,Asian-Pac-Islander,Male,Philippines
41,Bachelors,Married-civ-spouse,Adm-clerical,Asian-Pac-Islander,Male,Philippines
67,HS-grad,Married-civ-spouse,Adm-clerical,Asian-Pac-Islander,Male,Philippines
56,Prof-school,Married-civ-spouse,Adm-clerical,Asian-Pac-Islander,Male,Philippines
41,Prof-school,Married-civ-spouse,Adm-clerical,Asian-Pac-Islander,Male,Philippines
50,Some-college,Married-civ-spouse,Adm-clerical,Asian-Pac-Islander,Male,Philippines
26,Some-college,Never-married,Adm-clerical,Asian-Pac-Islander,Male,Philippines
38,Bachelors,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,Philippines
66,Bachelors,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,Philippines
39,Bachelors,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,Philippines
35,Bachelors,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,Philippines
57,Prof-school,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,Philippines
45,Some-college,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,Philippines
38,Some-college,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,Philippines
34,Some-college,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,Philippines
27,Some-college,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,Philippines
46,Some-college,Married-spouse-absent,Craft-repair,Asian-Pac-Islander,Male,Philippines
23,HS-grad,Never-married,Craft-repair,Asian-Pac-Islander,Male,Philippines
27,Some-college,Never-married,Craft-repair,Asian-Pac-Islander,Male,Philippines
43,Bachelors,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,Philippines
50,Bachelors,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,Philippines
54,Bachelors,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,Philippines
57,Bachelors,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,Philippines
52,Masters,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,Philippines
50,Masters,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,Philippines
28,Some-college,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,Philippines
33,Some-college,Never-married,Exec-managerial,Asian-Pac-Islander,Male,Philippines
26,HS-grad,Divorced,Farming-fishing,Asian-Pac-Islander,Male,Philippines
33,5th-6th,Married-civ-spouse,Farming-fishing,Asian-Pac-Islander,Male,Philippines
62,5th-6th,Married-civ-spouse,Farming-fishing,Asian-Pac-Islander,Male,Philippines
73,HS-grad,Married-civ-spouse,Farming-fishing,Asian-Pac-Islander,Male,Philippines
61,5th-6th,Married-civ-spouse,Handlers-cleaners,Asian-Pac-Islander,Male,Philippines
52,HS-grad,Married-civ-spouse,Handlers-cleaners,Asian-Pac-Islander,Male,Philippines
22,9th,Never-married,Handlers-cleaners,Asian-Pac-Islander,Male,Philippines
26,Some-college,Never-married,Handlers-cleaners,Asian-Pac-Islander,Male,Philippines
21,Some-college,Never-married,Handlers-cleaners,Asian-Pac-Islander,Male,Philippines
51,11th,Married-civ-spouse,Machine-op-inspct,Asian-Pac-Islander,Male,Philippines
55,9th,Married-civ-spouse,Machine-op-inspct,Asian-Pac-Islander,Male,Philippines
28,HS-grad,Married-civ-spouse,Machine-op-inspct,Asian-Pac-Islander,Male,Philippines
47,Some-college,Married-civ-spouse,Machine-op-inspct,Asian-Pac-Islander,Male,Philippines
32,Some-college,Married-civ-spouse,Machine-op-inspct,Asian-Pac-Islander,Male,Philippines
28,HS-grad,Married-spouse-absent,Machine-op-inspct,Asian-Pac-Islander,Male,Philippines
27,HS-grad,Never-married,Machine-op-inspct,Asian-Pac-Islander,Male,Philippines
23,HS-grad,Never-married,Machine-op-inspct,Asian-Pac-Islander,Male,Philippines
26,Some-college,Never-married,Machine-op-inspct,Asian-Pac-Islander,Male,Philippines
39,Some-college,Never-married,Machine-op-inspct,Asian-Pac-Islander,Male,Philippines
70,Bachelors,Widowed,Machine-op-inspct,Asian-Pac-Islander,Male,Philippines
50,Some-college,Divorced,Other-service,Asian-Pac-Islander,Male,Philippines
39,5th-6th,Married-civ-spouse,Other-service,Asian-Pac-Islander,Male,Philippines
48,Assoc-voc,Married-civ-spouse,Other-service,Asian-Pac-Islander,Male,Philippines
42,Bachelors,Married-civ-spouse,Other-service,Asian-Pac-Islander,Male,Philippines
55,Bachelors,Married-civ-spouse,Other-service,Asian-Pac-Islander,Male,Philippines
47,HS-grad,Married-civ-spouse,Other-service,Asian-Pac-Islander,Male,Philippines
45,HS-grad,Married-civ-spouse,Other-service,Asian-Pac-Islander,Male,Philippines
60,HS-grad,Married-civ-spouse,Other-service,Asian-Pac-Islander,Male,Philippines
55,HS-grad,Married-civ-spouse,Other-service,Asian-Pac-Islander,Male,Philippines
29,HS-grad,Married-civ-spouse,Other-service,Asian-Pac-Islander,Male,Philippines
60,Some-college,Married-civ-spouse,Other-service,Asian-Pac-Islander,Male,Philippines
38,Some-college,Married-civ-spouse,Other-service,Asian-Pac-Islander,Male,Philippines
34,Some-college,Married-civ-spouse,Other-service,Asian-Pac-Islander,Male,Philippines
49,Bachelors,Married-spouse-absent,Other-service,Asian-Pac-Islander,Male,Philippines
34,11th,Never-married,Other-service,Asian-Pac-Islander,Male,Philippines
18,11th,Never-married,Other-service,Asian-Pac-Islander,Male,Philippines
23,9th,Never-married,Other-service,Asian-Pac-Islander,Male,Philippines
27,Bachelors,Never-married,Other-service,Asian-Pac-Islander,Male,Philippines
38,Assoc-voc,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,Philippines
31,Bachelors,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,Philippines
46,Bachelors,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,Philippines
35,Bachelors,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,Philippines
39,Bachelors,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,Philippines
39,Masters,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,Philippines
50,Prof-school,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,Philippines
54,Prof-school,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,Philippines
28,Prof-school,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,Philippines
46,Prof-school,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,Philippines
29,Bachelors,Never-married,Prof-specialty,Asian-Pac-Islander,Male,Philippines
53,Prof-school,Never-married,Prof-specialty,Asian-Pac-Islander,Male,Philippines
27,Bachelors,Separated,Prof-specialty,Asian-Pac-Islander,Male,Philippines
38,Bachelors,Married-civ-spouse,Protective-serv,Asian-Pac-Islander,Male,Philippines
63,Bachelors,Married-civ-spouse,Protective-serv,Asian-Pac-Islander,Male,Philippines
29,HS-grad,Never-married,Protective-serv,Asian-Pac-Islander,Male,Philippines
35,Bachelors,Married-civ-spouse,Sales,Asian-Pac-Islander,Male,Philippines
62,HS-grad,Married-civ-spouse,Sales,Asian-Pac-Islander,Male,Philippines
38,Some-college,Married-civ-spouse,Sales,Asian-Pac-Islander,Male,Philippines
44,Some-college,Married-civ-spouse,Sales,Asian-Pac-Islander,Male,Philippines
33,Assoc-voc,Never-married,Sales,Asian-Pac-Islander,Male,Philippines
25,Bachelors,Never-married,Sales,Asian-Pac-Islander,Male,Philippines
22,Some-college,Never-married,Sales,Asian-Pac-Islander,Male,Philippines
20,Some-college,Never-married,Sales,Asian-Pac-Islander,Male,Philippines
23,Some-college,Never-married,Sales,Asian-Pac-Islander,Male,Philippines
39,Assoc-voc,Married-civ-spouse,Tech-support,Asian-Pac-Islander,Male,Philippines
48,Bachelors,Married-civ-spouse,Tech-support,Asian-Pac-Islander,Male,Philippines
64,HS-grad,Married-civ-spouse,Tech-support,Asian-Pac-Islander,Male,Philippines
40,Masters,Married-civ-spouse,Tech-support,Asian-Pac-Islander,Male,Philippines
46,Masters,Married-civ-spouse,Tech-support,Asian-Pac-Islander,Male,Philippines
37,Bachelors,Separated,Tech-support,Asian-Pac-Islander,Male,Philippines
33,Some-college,Never-married,Tech-support,Black,Male,Philippines
32,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,Philippines
37,Some-college,Married-civ-spouse,Adm-clerical,White,Male,Philippines
37,HS-grad,Separated,Craft-repair,White,Male,Philippines
23,11th,Never-married,Other-service,White,Male,Philippines
43,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,Philippines
34,HS-grad,Married-civ-spouse,Prof-specialty,White,Male,Philippines
39,Some-college,Married-civ-spouse,Sales,White,Male,Philippines
39,Bachelors,Married-civ-spouse,Transport-moving,White,Male,Philippines
26,Bachelors,Never-married,Exec-managerial,Asian-Pac-Islander,Female,Poland
44,Some-college,Divorced,?,White,Female,Poland
71,7th-8th,Widowed,?,White,Female,Poland
31,Assoc-acdm,Divorced,Adm-clerical,White,Female,Poland
23,Assoc-acdm,Never-married,Exec-managerial,White,Female,Poland
39,Bachelors,Married-civ-spouse,Handlers-cleaners,White,Female,Poland
35,Bachelors,Married-civ-spouse,Other-service,White,Female,Poland
38,HS-grad,Married-civ-spouse,Other-service,White,Female,Poland
43,Masters,Never-married,Other-service,White,Female,Poland
59,Some-college,Widowed,Other-service,White,Female,Poland
58,Assoc-acdm,Married-civ-spouse,Priv-house-serv,White,Female,Poland
30,Bachelors,Never-married,Prof-specialty,White,Female,Poland
29,Bachelors,Never-married,Prof-specialty,White,Female,Poland
39,Bachelors,Widowed,Prof-specialty,White,Female,Poland
43,HS-grad,Married-civ-spouse,Sales,White,Female,Poland
17,11th,Never-married,Sales,White,Female,Poland
39,HS-grad,Never-married,Sales,White,Female,Poland
21,Some-college,Never-married,Sales,White,Female,Poland
39,Some-college,Divorced,Tech-support,White,Female,Poland
79,Masters,Married-civ-spouse,?,White,Male,Poland
60,HS-grad,Widowed,?,White,Male,Poland
27,Bachelors,Never-married,Adm-clerical,White,Male,Poland
38,Some-college,Divorced,Craft-repair,White,Male,Poland
61,7th-8th,Married-civ-spouse,Craft-repair,White,Male,Poland
52,Assoc-voc,Married-civ-spouse,Craft-repair,White,Male,Poland
44,HS-grad,Married-civ-spouse,Craft-repair,White,Male,Poland
